,pos,sentence_idx,word,tag
1072,DET,61,la,_
1073,NC,61,farine,_
1074,ADJ,61,fluide,_
1075,CC,61,et,_
1076,DET,61,la,_
1077,NC,61,vanille,_
1078,PONCT,61,.,_
1079,DELIM,61,Â§,_
1080,ADV,62,Bien,_
1081,CS,62,que,_
1082,ADJ,62,dÃ©licat,_
1083,PONCT,62,",",_
1084,DET,62,ce,_
1085,NC,62,mÃ©lange,_
1086,V,62,est,_
1087,ADJ,62,nÃ©cessaire,_
1088,P,62,Ã ,_
1089,DET,62,la,_
1090,NC,62,rÃ©ussite,_
1091,P,62,de,_
1092,DET,62,notre,_
1093,NC,62,rÃ©alisation,_
1094,PONCT,62,.,_
1095,DELIM,62,Â§,_
1096,CS,63,Si,_
1097,CLS,63,nous,_
1098,ADV,63,ne,_
1099,V,63,rÃ©solvons,_
1100,ADV,63,pas,_
1101,DET,63,les,_
1102,NC,63,problÃ¨mes,_
1103,P,63,en,_
1104,NC,63,amont,_
1105,CLS,63,ce,_
1106,V,63,sera,_
1107,DET,63,la,_
1108,NC,63,crise,_
1109,PONCT,63,:,_
1110,DET,63,aucune,_
1111,NC,63,Ã©lÃ©vation,_
1112,ADV,63,n',_
1113,V,63,aura,_
1114,NC,63,lieu,_
1115,PONCT,63,",",_
1116,CLR,63,se,_
1117,NC,63,dÃ©faut,_
1118,P,63,de,_
1119,NC,63,croissance,_
1120,ADV,63,entrainera,_
1121,DET,63,un,_
1122,NC,63,mÃ©contentement,_
1123,P+D,63,des,_
1124,NC,63,attentes,_
1125,PROREL,63,qui,_
1126,CLO,63,m',_
1127,V,63,ont,_
1128,VPP,63,Ã©tÃ©,_
1129,VPP,63,investis,_
1130,P,63,en,_
1131,DET,63,ce,_
1132,NC,63,jour,_
1133,PONCT,63,.,_
1134,DELIM,63,Â§,_
1135,DET,64,Cet,_
1136,NC,64,engagement,_
1137,CLR,64,s',_
1138,V,64,accompagnera,_
1139,P,64,d',_
1140,DET,64,un,_
1141,NC,64,ajout,_
1142,P,64,de,_
1143,NC,64,masse,_
1144,PONCT,64,:,_
1145,DET,64,les,_
1146,ADJ,64,blancs,_
1147,P,64,en,_
1148,NC,64,neige,_
1149,ADJ,64,ferme,_
1150,P,64,avec,_
1151,DET,64,une,_
1152,NC,64,pincÃ©e,_
1153,P,64,de,_
1154,NC,64,sel,_
1155,PONCT,64,.,_
1156,DELIM,64,Â§,_
1157,DET,65,La,_
1158,NC,65,chaleur,_
1159,V,65,provoquera,_
1160,DET,65,une,_
1161,NC,65,dette,_
1162,ADJ,65,massive,_
1163,P,65,en,_
1164,NC,65,eau,_
1165,PONCT,65,",",_
1166,NC,65,grÃ¢ce,_
1167,P+D,65,aux,_
1168,NC,65,oeufs,_
1169,ADJ,65,prÃ©sents,_
1170,P,65,dans,_
1171,DET,65,la,_
1172,NC,65,prÃ©paration,_
1173,ADV,65,lors,_
1174,P,65,de,_
1175,DET,65,sa,_
1176,NC,65,mise,_
1177,P+D,65,au,_
1178,NC,65,four,_
1179,PONCT,65,.,_
1180,DELIM,65,Â§,_
1181,CLS,66,Il,_
1182,CLO,66,y,_
1183,V,66,aura,_
1184,DET,66,une,_
1185,NC,66,croissance,_
1186,ADJ,66,faible,_
1187,P+D,66,du,_
1188,NC,66,volume,_
1189,P+D,66,du,_
1190,ADJ,66,financier,_
1191,PONCT,66,",",_
1192,VPP,66,induite,_
1193,P,66,par,_
1194,DET,66,les,_
1195,NC,66,quantitÃ©s,_
1196,PONCT,66,.,_
1197,DELIM,66,Â§,_
1198,CLS,67,Il,_
1199,V,67,faudra,_
1200,VINF,67,dÃ©corer,_
1201,DET,67,les,_
1202,ADJ,67,financiers,_
1203,P,67,pour,_
1204,CLO,67,les,_
1205,VINF,67,rendre,_
1206,ADV,67,plus,_
1207,ADJ,67,attractifs,_
1208,DELIM,67,Â§,_
1209,CLS,68,Nous,_
1210,ADV,68,n',_
1211,V,68,allons,_
1212,ADV,68,pas,_
1213,CLO,68,nous,_
1214,VINF,68,entÃ©riner,_
1215,P,68,dans,_
1216,DET,68,cette,_
1217,NC,68,a,P
1218,CLS,68,ce,P
1219,V,68,faudra,P
1220,VINF,68,mettre,_
1221,DET,68,les,_
1222,NC,68,bouchÃ©es,_
1223,ADJ,68,doubles,_
1224,DELIM,68,Â§,_
1225,ADV,69,NÃ©anmoins,P
1226,CLS,69,nous,_
1227,V,69,devrons,_
1228,PRO,69,tous,_
1229,VINF,69,mettre,_
1230,DET,69,la,_
1231,NC,69,main,_
1232,P,69,Ã ,_
1233,DET,69,la,_
1234,NC,69,pÃ¢te,_
1235,PONCT,69,:,_
1236,PONCT,69,.,P
1237,DELIM,69,Â§,_
1238,DET,70,Les,_
1239,ADJ,70,deux,_
1240,NC,70,mÃ©langes,_
1241,ADJ,70,prÃ©cÃ©dents,_
1242,V,70,seront,_
1243,ADV,70,D,P
1244,CLO,70,me,P
1245,V,70,semble,_
1246,ADJ,70,judicieux,_
1247,ADJ,70,nÃ©cessaire,P
1248,PONCT,70,.,_
1249,DELIM,70,Â§,_
1250,CLS,71,Il,_
1251,V,71,faudra,P
1252,VINF,71,accompagner,P
1253,DET,71,nos,_
1254,NC,71,forces,_
1255,P,71,de,_
1256,NC,71,crÃ¨me,_
1257,DET,71,la,P
1258,ADJ,71,anglaise,P
1259,PONCT,71,.,_
1260,DELIM,71,Â§,_
1261,DET,72,Deux,P
1262,NC,72,poids,_
1263,DET,72,deux,_
1264,NC,72,mesures,_
1265,DELIM,72,Â§,_
1266,CLS,73,Je,P
1267,ADV,73,ne,_
1268,V,73,serai,_
1269,ADV,73,pas,_
1270,DET,73,la,_
1271,NC,73,recette,_
1272,ADJ,73,dud,_
1273,DELIM,73,Â§,_
1274,CLS,74,Je,P
1275,ADV,74,ne,_
1276,V,74,serai,_
1277,ADV,74,pas,_
1278,DET,74,la,_
1279,NC,74,recette,_
1280,P+D,74,du,_
1281,ADJ,74,deux,_
1282,NC,74,poids,_
1283,DET,74,deux,_
1284,NC,74,mesures,_
1285,PONCT,74,.,P
1286,DELIM,74,Â§,_
1287,VINF,75,Dresser,P
1288,DET,75,la,_
1289,NC,75,table,_
1290,V,75,sera,_
1291,DET,75,le,_
1292,ADJ,75,premier,_
1293,NC,75,Ã©lÃ©ment,_
1294,P,75,pour,P
1295,VINF,75,conquÃ©rir,_
1296,DET,75,notre,_
1297,NC,75,but,P
1298,PONCT,75,.,P
1299,DELIM,75,Â§,_
1300,DET,76,le,P
1301,CC,76,et,P
1302,CLS,76,je,_
1303,V,76,serai,_
1304,DET,76,le,_
1305,NC,76,leader,_
1306,P,76,de,_
1307,PRO,76,ce,P
1308,V,76,donnerai,P
1309,DET,76,l',P
1310,NC,76,exemple,_
1311,P,76,en,_
1312,ADV,76,tant,_
1313,CS,76,que,_
1314,PONCT,76,.,P
1315,DELIM,76,Â§,_
1316,CLO,77,les,P
1317,V,77,saurons,P
1318,CLR,77,s',P
1319,VINF,77,occuper,_
1320,DET,77,des,_
1321,NC,77,mÃ©langes,_
1322,PONCT,77,",",_
1323,DET,77,une,P
1324,ADJ,77,mauvaise,_
1325,NC,77,spirale,_
1326,CC,77,et,_
1327,CLS,77,nous,_
1328,VIMP,77,allons,_
1329,DELIM,77,Â§,_
1330,CLS,78,Je,P
1331,CLO,78,m',_
1332,V,78,assurerais,_
1333,ADV,78,personnellement,_
1334,PRO,78,moi,P
1335,PONCT,78,-,_
1336,ADV,78,mÃªme,_
1337,P,78,de,P
1338,DET,78,la,_
1339,NC,78,suffisance,_
1340,P,78,de,_
1341,DET,78,cette,_
1342,NC,78,croissance,_
1343,PONCT,78,.,_
1344,DELIM,78,Â§,_
1345,PONCT,79,.,P
1346,DELIM,79,Â§,_
1347,V,80,peut,P
1348,VINF,80,Ãªtre,_
1349,ADV,80,w,P
1350,ADV,80,s,P
1351,ADV,80,e,P
1352,P+D,80,des,P
1353,ADV,80,plus,_
1354,ADJ,80,grands,_
1355,NC,80,mets,_
1356,DET,80,un,P
1357,ADJ,80,essentiel,_
1358,CLO,80,le,P
1359,DET,80,le,P
1360,NC,80,gauffre,_
1361,ADJ,80,financier,_
1362,NC,80,masse,P
1363,ADJ,80,selariale,_
1364,P,80,en,P
1365,NC,80,main,_
1366,DET,80,les,_
1367,NC,80,ustiles,_
1368,P,80,pour,_
1369,VINF,80,rÃ©ussir,_
1370,DET,80,notre,_
1371,NC,80,ouvrage,_
1372,DELIM,80,Â§,_
1373,CLS,81,Je,P
1374,V,81,suis,_
1375,VPP,81,persuadÃ©,_
1376,CS,81,qu',_
1377,P,81,avec,_
1378,DET,81,notre,_
1379,NC,81,savoir,_
1380,VINF,81,faire,_
1381,DET,81,le,P
1382,NC,81,patrimoine,_
1383,P,81,de,_
1384,DET,81,ce,_
1385,VPR,81,restaurant,_
1386,DELIM,81,Â§,_
1387,VIMP,82,Mettons,P
1388,CS,82,que,_
1389,DET,82,les,_
1390,NC,82,mets,_
1391,CLS,82,on,P
1392,CLO,82,les,_
1393,V,82,mettent,_
1394,P,82,sans,P
1395,CC,82,mais,_
1396,P,82,en,P
1397,NC,82,mai,_
1398,P,82,avec,P
1399,DET,82,mes,_
1400,NC,82,mÃ©mÃ©s,P
1401,CC,82,et,P
1402,ADV,82,mÃªme,_
1403,DELIM,82,Â§,_
1404,ADVWH,83,oÃ¹,_
1405,P+D,83,au,P
1406,NC,83,vue,_
1407,P,83,de,_
1408,DET,83,la,_
1409,NC,83,prÃ©paration,_
1410,P,83,Ã ,_
1411,VINF,83,venir,_
1412,DET,83,des,P
1413,NC,83,mets,_
1414,PONCT,83,",",P
1415,CS,83,comme,_
1416,DET,83,le,_
1417,ADJ,83,financier,_
1418,P,83,d',_
1419,ADV,83,aujourd'hui,_
1420,PONCT,83,",",P
1421,ADV,83,tout,_
1422,P,83,en,_
1423,VPR,83,liant,_
1424,DET,83,les,_
1425,NC,83,ingrÃ©dients,_
1426,PONCT,83,.,_
1427,DELIM,83,Â§,_
1428,CLS,84,Nous,P
1429,V,84,devons,_
1430,DET,84,le,_
1431,NPP,84,omogÃ©nÃ©itÃ©rÃ©ussir,P
1432,P,84,pour,_
1433,VINF,84,lancer,P
1434,DET,84,une,_
1435,NC,84,prÃ©paration,_
1436,NC,84,seine,_
1437,PONCT,84,.,_
1438,DELIM,84,Â§,_
1439,P,85,de,P
1440,DET,85,la,_
1441,NC,85,mise,_
1442,P+D,85,au,_
1443,NC,85,four,_
1444,V,85,vis,P
1445,PONCT,85,-,_
1446,P,85,Ã ,_
1447,PONCT,85,-,_
1448,NC,85,vis,_
1449,P+D,85,du,_
1450,NC,85,mÃ©lara,_
1451,NPP,85,d,_
1452,NPP,85,succcessifs,P
1453,V,85,a,P
1454,P,85,d',P
1455,NC,85,ingÃ©rdients,_
1456,DELIM,85,Â§,_
1457,NPP,86,L,P
1458,PONCT,86,,P
1459,NC,86,accompagnement,_
1460,V,86,pourra,_
1461,CLR,86,se,_
1462,VINF,86,faire,_
1463,P,86,Ã ,P
1464,DET,86,l',_
1465,NC,86,aide,_
1466,P,86,d',_
1467,DET,86,une,_
1468,NC,86,crÃ¨me,_
1469,NC,86,angla,_
1470,DELIM,86,Â§,_
1471,ADV,87,NÃ©anmoins,P
1472,PONCT,87,",",_
1473,NPP,87,d,_
1474,NPP,87,afin,P
1475,P,87,de,_
1476,VINF,87,poursuivre,_
1477,DET,87,notre,_
1478,NC,87,avant,P
1479,P,87,de,_
1480,CLO,87,le,_
1481,VINF,87,mettre,_
1482,P,87,dans,P
1483,DET,87,un,_
1484,NC,87,moule,_
1485,VPP,87,incorporÃ©s,P
1486,P+D,87,au,_
1487,NC,87,moule,_
1488,P,87,pour,_
1489,DET,87,une,_
1490,NC,87,vingtaine,_
1491,P,87,de,_
1492,NC,87,minute,_
1493,P+D,87,au,_
1494,NC,87,fou,_
1495,PONCT,87,.,_
1496,DELIM,87,Â§,_
1497,ADV,88,ensuite,P
1498,VINF,88,Ãªtre,_
1499,ADV,88,enfour,_
1500,PONCT,88,",",P
1501,P,88,dans,P
1502,DET,88,le,_
1503,CC,88,puis,P
1504,CLS,88,nous,_
1505,V,88,enfournerons,_
1506,PRO,88,celui,_
1507,PONCT,88,-,_
1508,NPP,88,ci,_
1509,PONCT,88,.,_
1510,DELIM,88,Â§,_
1511,PRO,89,Personne,_
1512,ADV,89,n',P
1513,V,89,aura,_
1514,VPP,89,Ã©tÃ©,_
1515,VPP,89,amenÃ©,_
1516,P,89,Ã ,_
1517,VINF,89,chÃ´mer,_
1518,PONCT,89,.,_
1519,DELIM,89,Â§,_
1520,ADV,90,Enfin,P
1521,DELIM,90,Â§,_
1522,DET,91,Le,_
1523,NC,91,loup,_
1524,CC,91,et,_
1525,DET,91,l',_
1526,NC,91,agneau,_
1527,NC,91,garou,P
1528,DELIM,91,Â§,_
1529,DET,92,La,P
1530,NC,92,raison,_
1531,P+D,92,du,_
1532,ADV,92,plus,_
1533,NPP,92,gore,_
1534,V,92,est,_
1535,ADV,92,toujours,_
1536,DET,92,la,_
1537,ADJ,92,meilleure,_
1538,DELIM,92,Â§,_
1539,NC,93,terreur,_
1540,DELIM,93,Â§,_
1541,CLS,94,Nous,_
1542,CLO,94,l',_
1543,V,94,allons,_
1544,VINF,94,montrer,_
1545,ADV,94,tout,_
1546,P,94,Ã ,_
1547,DET,94,l',_
1548,NC,94,heure,_
1549,PONCT,94,.,_
1550,DELIM,94,Â§,_
1551,DET,95,Un,P
1552,NC,95,agneau,_
1553,V,95,cassait,_
1554,DET,95,la,_
1555,NC,95,croÃ»te,_
1556,NC,95,pique,P
1557,PONCT,95,-,_
1558,NC,95,niqueait,_
1559,DELIM,95,Â§,_
1560,P,96,Dans,P
1561,DET,96,un,_
1562,NC,96,sinistre,_
1563,NC,96,cimetiÃ¨re,P
1564,NPP,96,Un,P
1565,NPP,96,Loup,_
1566,NC,96,loup,P
1567,V,96,survient,_
1568,PONCT,96,-,_
1569,NC,96,garou,_
1570,P,96,Ã ,P
1571,NC,96,jeÃ»n,_
1572,DELIM,96,Â§,_
1573,CC,97,Et,P
1574,PROREL,97,qui,_
1575,PONCT,97,",",P
1576,ADV,97,polyphage,_
1577,PONCT,97,",",_
1578,P,97,en,_
1579,DET,97,ces,_
1580,NC,97,lieux,_
1581,P,97,sans,P
1582,NC,97,museliÃ¨re,_
1583,V,97,traquait,P
1584,PONCT,97,.,_
1585,DELIM,97,Â§,_
1586,PONCT,98,.,P
1587,DELIM,98,Â§,_
1588,NC,99,croquaittraquait,_
1589,PONCT,99,&quot;,P
1590,PROREL,99,Qui,_
1591,CLO,99,te,_
1592,V,99,rend,_
1593,ADV,99,si,_
1594,NC,99,hardi,_
1595,P,99,de,_
1596,VINF,99,rÃ´der,_
1597,P,99,dans,_
1598,DET,99,les,_
1599,NC,99,parages,_
1600,PONCT,99,?,_
1601,DELIM,99,Â§,_
1602,PONCT,100,.,P
1603,DELIM,100,Â§,_
1604,ADV,101,doux,P
1605,NPP,101,Dit,P
1606,DET,101,cet,_
1607,NC,101,animal,_
1608,ADJ,101,plein,_
1609,P,101,de,_
1610,NC,101,rage,_
1611,PONCT,101,;,P
1612,DELIM,101,Â§,_
1613,CLS,102,Tu,P
1614,V,102,seras,_
1615,VPP,102,dÃ©vorÃ©,_
1616,DET,102,tout,_
1617,NC,102,cru,_
1618,DELIM,102,Â§,_
1619,NC,103,Sire,P
1620,PONCT,103,",",_
1621,V,103,rÃ©pond,_
1622,DET,103,l',_
1623,NPP,103,Agneau,_
1624,PONCT,103,",",P
1625,CS,103,que,_
1626,DET,103,le,_
1627,NC,103,seigneur,_
1628,NPP,103,Seigneur,P
1629,P+D,103,des,_
1630,NC,103,canidÃ©s,_
1631,PONCT,103,",",P
1632,NC,103,seigneur,_
1633,NPP,103,croquemitaine,_
1634,PONCT,103,",",P
1635,DELIM,103,Â§,_
1636,ADV,104,Ne,P
1637,CLS,104,vous,_
1638,V,104,mettez,_
1639,ADV,104,pas,_
1640,P,104,en,_
1641,NC,104,furie,_
1642,NPP,104,po,P
1643,PONCT,104,",",P
1644,NC,104,tiens,_
1645,PONCT,104,",",_
1646,P,104,pour,_
1647,DET,104,la,_
1648,NC,104,peine,_
1649,PONCT,104,.,_
1650,PONCT,104,!,P
1651,PONCT,104,!,P
1652,DELIM,104,Â§,_
1653,PONCT,105,",",P
1654,NPP,105,PitiÃ©,_
1655,PONCT,105,",",P
1656,CLS,105,je,P
1657,ADV,105,ne,_
1658,V,105,pensais,_
1659,VINF,105,Ãªtre,P
1660,P,105,en,P
1661,DET,105,votre,_
1662,NC,105,patrie,_
1663,PONCT,105,.,P
1664,DELIM,105,Â§,_
1665,P,106,D',_
1666,ADV,106,ailleurs,_
1667,CLS,106,je,_
1668,V,106,fous,_
1669,DET,106,le,_
1670,NC,106,camp,_
1671,PONCT,106,",",_
1672,NPP,106,LÃ ,_
1673,ADV,106,maintenant,_
1674,PONCT,106,.,_
1675,DELIM,106,Â§,_
1676,VIMP,107,Tenez,P
1677,PONCT,107,",",_
1678,V,107,prenez,_
1679,DET,107,ce,_
1680,NC,107,casse,_
1681,PONCT,107,-,_
1682,ADV,107,dal,_
1683,DET,107,le,P
1684,PONCT,107,",",P
1685,DELIM,107,Â§,_
1686,CLS,108,C',P
1687,V,108,est,_
1688,DET,108,un,_
1689,ADJ,108,bon,P
1690,NC,108,sandwich,_
1691,V,108,fait,_
1692,NC,108,maison,_
1693,PONCT,108,.,P
1694,DELIM,108,Â§,_
1695,P,109,A,_
1696,DET,109,l',_
1697,NC,109,avenir,_
1698,PONCT,109,",",_
1699,CLS,109,je,_
1700,ADV,109,ne,_
1701,CLO,109,vous,_
1702,V,109,troublerai,_
1703,P,109,en,_
1704,DET,109,aucune,P
1705,NC,109,faÃ§on,_
1706,PONCT,109,.,P
1707,DELIM,109,Â§,_
1708,PONCT,110,-,P
1709,ADJ,110,Impossible,_
1710,PONCT,110,",",_
1711,V,110,reprit,_
1712,DET,110,cette,_
1713,NC,110,bÃªte,_
1714,ADJ,110,fÃ©roce,_
1715,ADJ,110,infernale,P
1716,DELIM,110,Â§,_
1717,P,111,En,_
1718,NC,111,telaiss,_
1719,VPR,111,laissant,P
1720,VINF,111,partir,_
1721,PONCT,111,",",_
1722,CLS,111,je,P
1723,V,111,perds,_
1724,DET,111,ma,_
1725,NC,111,rÃ©putation,_
1726,PONCT,111,.,P
1727,DELIM,111,Â§,_
1728,CLS,112,Je,P
1729,ADV,112,ne,_
1730,V,112,manque,_
1731,ADV,112,jamais,_
1732,DET,112,une,_
1733,NC,112,opportunitÃ©,_
1734,DELIM,112,Â§,_
1735,P,113,De,P
1736,VINF,113,semer,_
1737,DET,113,la,_
1738,NC,113,terreur,_
1739,DELIM,113,Â§,_
1740,P,114,Pour,P
1741,VINF,114,terroriser,_
1742,DET,114,les,_
1743,NC,114,effrontÃ©s,_
1744,DELIM,114,Â§,_
1745,NC,115,H,P
1746,V,115,a,P
1747,PONCT,115,!,_
1748,DELIM,115,Â§,_
1749,PONCT,116,-,P
1750,DELIM,116,Â§,_
1751,VIMP,117,Ayez,_
1752,NC,117,pitiÃ©,_
1753,PONCT,117,",",P
1754,CLS,117,je,_
1755,NC,117,tÃªte,_
1756,ADV,117,encore,_
1757,PONCT,117,...,_
1758,DELIM,117,Â§,_
1759,NC,118,Oublie,_
1760,DET,118,ta,_
1761,NC,118,mÃ¨re,_
1762,DET,118,ma,P
1763,NC,118,mÃ¨re,_
1764,DELIM,118,Â§,_
1765,PONCT,119,.,_
1766,DELIM,119,Â§,_
1767,PONCT,120,.,_
1768,DELIM,120,Â§,_
1769,PONCT,121,.,_
1770,DELIM,121,Â§,_
1771,NC,122,Oublie,_
1772,DET,122,ta,_
1773,NC,122,mÃ¨re,_
1774,PONCT,122,.,P
1775,DELIM,122,Â§,_
1776,NC,123,PitiÃ©,_
1777,PONCT,123,.,_
1778,DELIM,123,Â§,_
1779,PONCT,124,.,_
1780,DELIM,124,Â§,_
1781,PONCT,125,.,_
1782,DELIM,125,Â§,_
1783,VIMP,126,ArrÃªtons,_
1784,P,126,de,P
1785,VINF,126,raisonner,_
1786,CS,126,si,_
1787,CLS,126,tu,_
1788,VIMP,126,veux,_
1789,DELIM,126,Â§,_
1790,PONCT,127,!,_
1791,DELIM,127,Â§,_
1792,PONCT,128,!,P
1793,DELIM,128,Â§,_
1794,CS,129,Car,P
1795,CLS,129,je,_
1796,ADV,129,ne,_
1797,CLO,129,vous,_
1798,V,129,Ã©pargne,_
1799,ADV,129,guÃ¨re,_
1800,PONCT,129,",",_
1801,NPP,129,Vous,_
1802,PONCT,129,",",_
1803,DET,129,vos,_
1804,NPP,129,Bergers,_
1805,CC,129,et,_
1806,DET,129,vos,_
1807,NC,129,chiens,_
1808,ADV,129,bien,P
1809,PONCT,129,!,P
1810,DELIM,129,Â§,_
1811,ADJ,130,Tout,P
1812,DET,130,le,_
1813,NC,130,monde,_
1814,CLO,130,le,_
1815,V,130,dit,_
1816,PONCT,130,:,_
1817,CLS,130,il,_
1818,V,130,faut,_
1819,CS,130,que,_
1820,CLS,130,je,_
1821,V,130,mange,_
1822,PONCT,130,.,_
1823,DELIM,130,Â§,_
1824,V,131,a,_
1825,NPP,131,LÃ ,P
1826,PONCT,131,-,_
1827,ADV,131,dessus,_
1828,PONCT,131,",",_
1829,V,131,songe,P
1830,NPP,131,Lecteur,_
1831,PONCT,131,",",_
1832,CS,131,que,_
1833,DET,131,le,_
1834,NC,131,loup,_
1835,CLR,131,se,P
1836,V,131,jette,_
1837,P,131,sur,_
1838,DET,131,sa,_
1839,NC,131,proie,_
1840,NPP,131,Et,P
1841,DET,131,la,_
1842,NPP,131,hÃ¢che,_
1843,PONCT,131,",",P
1844,DET,131,la,_
1845,NC,131,mÃ¢che,_
1846,PONCT,131,",",_
1847,CLO,131,la,_
1848,VS,131,croque,_
1849,DELIM,131,Â§,_
1850,PONCT,132,',_
1851,VINF,132,errer,_
1852,PONCT,132,-,P
1853,PONCT,132,!,_
1854,DELIM,132,Â§,_
1855,PONCT,133,.,P
1856,DELIM,133,Â§,_
1857,PONCT,134,.,_
1858,DELIM,134,Â§,_
1859,PONCT,135,.,_
1860,DELIM,135,Â§,_
1861,CLS,136,Je,P
1862,ADV,136,ne,_
1863,V,136,veux,_
1864,CLO,136,vous,_
1865,VINF,136,troubler,_
1866,PONCT,136,.,P
1867,DELIM,136,Â§,_
1868,NPP,137,e,P
1869,CC,137,et,_
1870,CC,137,et,_
1871,DET,137,la,_
1872,NC,137,broie,_
1873,PONCT,137,.,_
1874,DELIM,137,Â§,_
1875,NC,138,Rrrhr,_
1876,DELIM,138,Â§,_
1877,DET,139,Le,_
1878,NC,139,genre,_
1879,P,139,de,P
1880,DET,139,la,_
1881,NC,139,parodie,_
1882,CC,139,ou,_
1883,P+D,139,du,_
1884,NC,139,pastiche,_
1885,V,139,dÃ©tient,P
1886,V,139,dÃ©tient,P
1887,DET,139,un,_
1888,NC,139,statut,_
1889,ADJ,139,paradoxal,_
1890,PONCT,139,:,P
1891,DET,139,ce,P
1892,NC,139,genre,_
1893,ADV,139,n',P
1894,CC,139,et,_
1895,ADJ,139,autre,_
1896,CS,139,que,_
1897,DET,139,la,_
1898,NC,139,subversion,_
1899,ADJ,139,mÃªme,_
1900,NC,139,d,_
1901,PONCT,139,,P
1902,DET,139,un,_
1903,NPP,139,s,P
1904,V,139,semble,P
1905,VINF,139,subvertir,_
1906,PONCT,139,",",P
1907,P,139,de,_
1908,NC,139,maniÃ¨re,_
1909,ADJ,139,essentielle,_
1910,PONCT,139,",",_
1911,DET,139,la,_
1912,NC,139,ntion,_
1913,ADV,139,mÃªme,_
1914,P,139,de,_
1915,NC,139,genre,_
1916,PONCT,139,;,P
1917,CLS,139,il,_
1918,V,139,constitue,_
1919,DET,139,un,_
1920,NC,139,mÃ©ta,_
1921,PONCT,139,-,_
1922,NC,139,genre,_
1923,PONCT,139,",",_
1924,CS,139,si,_
1925,DET,139,l',_
1926,CLS,139,on,_
1927,ADV,139,puit,_
1928,VINF,139,dire,_
1929,PONCT,139,.,_
1930,DELIM,139,Â§,_
1931,CC,140,Et,P
1932,PONCT,140,",",_
1933,P,140,par,_
1934,PRO,140,cela,_
1935,ADV,140,mÃªme,_
1936,PONCT,140,",",_
1937,DET,140,la,P
1938,NC,140,parodie,P
1939,CC,140,et,P
1940,CC,140,et,P
1941,DET,140,le,_
1942,NC,140,pastiche,_
1943,V,140,interrogent,P
1944,V,140,sont,P
1945,ADJ,140,susceptibles,_
1946,P,140,d',_
1947,VINF,140,interroger,_
1948,PONCT,140,",",P
1949,ADV,140,plus,_
1950,ADV,140,profondÃ©ment,_
1951,PONCT,140,",",_
1952,DET,140,la,_
1953,NC,140,notion,P
1954,P,140,de,_
1955,NC,140,genre,_
1956,PONCT,140,.,_
1957,DELIM,140,Â§,_
1958,PONCT,141,.,P
1959,DELIM,141,Â§,_
1960,CLS,142,Il,_
1961,PONCT,142,",",P
1962,CS,142,puisqu',_
1963,CLS,142,il,_
1964,NPP,142,o,P
1965,PONCT,142,.,P
1966,DELIM,142,Â§,_
1967,CS,143,Car,P
1968,NPP,143,q,P
1969,NPP,143,En,P
1970,NC,143,effet,_
1971,PONCT,143,",",_
1972,NPP,143,Depuis,P
1973,DET,143,l',_
1974,NPP,143,AntiquitÃ©,_
1975,PONCT,143,",",_
1976,NPP,143,La,P
1977,NC,143,rÃ©felxion,_
1978,CLO,143,le,P
1979,P,143,sur,P
1980,NC,143,lanotion,_
1981,P,143,de,_
1982,NC,143,genre,_
1983,V,143,existe,_
1984,P,143,depuis,_
1985,DET,143,l',_
1986,NPP,143,AntiquitÃ©,_
1987,PONCT,143,",",P
1988,PONCT,143,",",P
1989,CC,143,et,P
1990,NPP,143,Aristot,_
1991,V,143,fait,_
1992,NC,143,figure,_
1993,P,143,de,_
1994,NC,143,pionnier,_
1995,PONCT,143,.,P
1996,DELIM,143,Â§,_
1997,CC,144,Mais,P
1998,DET,144,le,_
1999,NC,144,genre,_
2000,NPP,144,Car,P
2001,PROREL,144,qu',_
2002,V,144,est,_
2003,PRO,144,#NAME?,_
2004,CS,144,qu',_
2005,DET,144,un,_
2006,NC,144,genre,_
2007,PONCT,144,?,_
2008,DELIM,144,Â§,_
2009,CC,145,Mais,P
2010,PONCT,145,",",_
2011,P,145,d',_
2012,NC,145,abord,_
2013,PONCT,145,",",_
2014,NC,145,A,P
2015,ADJ,145,prÃ©sent,_
2016,PONCT,145,",",_
2017,NPP,145,Un,P
2018,NC,145,genre,_
2019,V,145,recoupe,P
2020,DET,145,l',_
2021,NC,145,ensemble,_
2022,NPP,145,tou,P
2023,PONCT,145,&quot;,P
2024,NC,145,type,P
2025,ADV,145,relativement,_
2026,ADJ,145,stable,_
2027,PONCT,145,&quot;,_
2028,P,145,d',P
2029,ADJ,145,Ã©noncÃ©,_
2030,PONCT,145,&quot;,_
2031,PONCT,145,",",_
2032,V,145,dit,_
2033,NPP,145,Bakhtine,_
2034,PONCT,145,.,_
2035,DELIM,145,Â§,_
2036,DET,146,Un,P
2037,NC,146,genre,_
2038,NPP,146,Un,P
2039,VPP,146,Ã©noncÃ©,_
2040,V,146,appartient,P
2041,P,146,Ã ,_
2042,DET,146,un,_
2043,ADJ,146,certain,_
2044,NC,146,genre,_
2045,PONCT,146,",",_
2046,P,146,dÃ¨s,_
2047,ADV,146,lors,_
2048,CS,146,qu',_
2049,CLS,146,il,_
2050,V,146,manifeste,_
2051,DET,146,un,_
2052,NC,146,ensemble,_
2053,P,146,de,_
2054,NC,146,marqueurs,_
2055,VPP,146,traits,P
2056,ADJ,146,inhÃ©rents,P
2057,P,146,Ã ,_
2058,DET,146,ce,_
